dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-348-1-0
the8x3_filename: 00440000
filename_extension: sbd
filename_label: sunfish-2021-348-1-0-sbd(00440000)
mission_name: regm20.mi
fileopen_time: Wed_Dec_15_16:07:00_2021
sensors_per_cycle: 28
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-348-1-0
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy 
in cc rad rad rad lat lon m volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 
NaN NaN 0.245802 1.68686 NaN NaN NaN NaN NaN NaN 946.884 NaN 0.237377 NaN NaN NaN NaN 1.65457 NaN NaN NaN 1639606696.352 94.6884 NaN 0.0610865 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 14.9969 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.424115 1639606752.388 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.127401 1.68685 NaN NaN NaN NaN NaN NaN 953.764 NaN 0.237377 NaN NaN NaN NaN 1.80467 NaN NaN NaN 1639606756.394 95.3764 NaN 0.0575959 NaN NaN NaN 
NaN NaN -0.0309133 1.6868 NaN NaN NaN NaN NaN NaN 960.732 NaN -0.0115794 NaN NaN NaN NaN 1.85354 NaN NaN NaN 1639606816.48 96.0732 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.016764 1.68677 NaN NaN NaN NaN NaN NaN 967.831 NaN -0.0144742 NaN NaN NaN NaN 1.73835 NaN NaN NaN 1639606876.575 96.7831 NaN 0.0575959 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.63546189239 -4909.36533863915 NaN 1639606884.583 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.913 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639606912.603 NaN NaN NaN 7.68465 NaN NaN 
NaN NaN -0.016764 1.68677 NaN NaN NaN NaN NaN NaN 974.821 NaN -0.0144742 NaN NaN NaN NaN 1.61792 NaN NaN NaN 1639606936.622 97.4821 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.231551 1.68681 NaN NaN NaN NaN NaN NaN 981.832 NaN 0.214218 NaN NaN NaN NaN 1.50971 NaN NaN NaN 1639606996.709 98.1832 NaN 0.0523599 NaN NaN NaN 
NaN NaN 0.226875 1.68683 NaN NaN NaN NaN NaN NaN 988.713 NaN 0.225798 NaN NaN NaN NaN 1.66679 NaN NaN NaN 1639607056.805 98.8713 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.0679695 1.68682 NaN NaN NaN NaN NaN NaN 995.833 NaN 0.0810556 NaN NaN NaN NaN 1.80642 NaN NaN NaN 1639607116.844 99.5834 NaN 0.0558505 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0077 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.429351 1639607153.14 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.00522381 1.68679 NaN NaN NaN NaN NaN NaN 1002.23 NaN -0.0115794 NaN NaN NaN NaN 1.77325 NaN NaN NaN 1639607177.292 100.223 NaN 0.0541052 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.64238428118 -4909.31284155284 NaN 1639607185.301 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.00522381 1.68678 NaN NaN NaN NaN NaN NaN 1000.92 NaN -0.0115794 NaN NaN NaN NaN 1.77849 NaN NaN NaN 1639607237.399 100.092 NaN 0.0575959 NaN NaN NaN 
NaN NaN -0.0329703 1.68676 NaN NaN NaN NaN NaN NaN 991.902 NaN -0.0347381 NaN NaN NaN NaN 1.87274 NaN NaN NaN 1639607299.428 99.1902 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0612553 1.68662 NaN NaN NaN NaN NaN NaN 976.066 NaN -0.0347381 NaN NaN NaN NaN 1.97746 NaN NaN NaN 1639607389.446 97.6066 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0600999 1.68645 NaN NaN NaN NaN NaN NaN 960.273 NaN -0.0636865 NaN NaN NaN NaN 1.93382 NaN NaN NaN 1639607479.463 96.0273 NaN 0.0593412 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.63962166959 -4909.23337172466 NaN 1639607509.47 NaN NaN NaN NaN NaN NaN 
NaN 162.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 162.487 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639607539.476 NaN NaN NaN 7.89458 NaN NaN 
-0.2067 NaN -0.0572034 1.6863 0.4538 NaN NaN NaN 14.3528 -0.197839 944.197 NaN -0.0636865 NaN NaN NaN NaN 1.9443 NaN NaN 0.411898 1639607569.482 94.4197 NaN 0.0628319 NaN NaN NaN 
NaN NaN -0.0598662 1.6862 NaN NaN NaN NaN NaN NaN 933.538 NaN -0.0636865 NaN NaN NaN NaN 1.93382 NaN NaN NaN 1639607629.494 93.3538 NaN 0.0628319 NaN NaN NaN 
NaN NaN -0.0569817 1.68604 NaN NaN NaN NaN NaN NaN 917.221 NaN -0.0607917 NaN NaN NaN NaN 1.89892 NaN NaN NaN 1639607719.511 91.7221 NaN 0.0645772 NaN NaN NaN 
NaN NaN -0.0535605 1.68591 NaN NaN NaN NaN NaN NaN 901.385 NaN -0.0607917 NaN NaN NaN NaN 1.87972 4835.63693069935 -4909.14328644423 NaN 1639607809.529 90.1385 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0571781 1.68578 NaN NaN NaN NaN NaN NaN 885.506 NaN -0.0607917 NaN NaN NaN NaN 1.93382 NaN NaN NaN 1639607899.546 88.5506 NaN 0.0680678 NaN NaN NaN 
-0.2067 NaN -0.0648868 1.68563 0.4538 NaN NaN NaN 14.733 -0.197839 869.823 NaN -0.0607917 NaN NaN NaN NaN 1.94604 NaN NaN 0.403171 1639607989.563 86.9823 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.0577075 1.68548 NaN NaN NaN NaN NaN NaN 854.139 NaN -0.0636865 NaN NaN NaN NaN 1.87972 NaN NaN NaN 1639608079.581 85.4139 NaN 0.0680678 NaN NaN NaN 
NaN 162.5 -0.0492526 1.6854 NaN NaN NaN NaN NaN NaN 843.699 162.397 -0.0607917 NaN NaN NaN NaN 1.85005 4835.63437097176 -4909.04592295405 NaN 1639608139.592 84.3699 NaN 0.0628319 7.91685 NaN NaN 
NaN NaN -0.0511695 1.68529 NaN NaN NaN NaN NaN NaN 828.037 NaN -0.0607917 NaN NaN NaN NaN 1.8483 NaN NaN NaN 1639608229.61 82.8037 NaN 0.0645772 NaN NaN NaN 
NaN NaN -0.048762 1.68518 NaN NaN NaN NaN NaN NaN 811.83 NaN -0.0607917 NaN NaN NaN NaN 1.83434 NaN NaN NaN 1639608319.627 81.183 NaN 0.0645772 NaN NaN NaN 
-0.340776 NaN -0.0352378 1.6851 0.4538 NaN NaN NaN 14.8774 -0.324078 793.351 NaN -0.0405278 NaN NaN NaN NaN 1.72962 NaN NaN 0.446804 1639608409.646 79.3351 NaN 0.0698132 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.63913199593 -4908.9455902518 NaN 1639608469.658 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0352378 1.6851 NaN NaN NaN NaN NaN NaN 775.309 NaN -0.0405278 NaN NaN NaN NaN 1.59523 NaN NaN NaN 1639608499.663 77.5309 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.0131971 1.68516 NaN NaN NaN NaN NaN NaN 757.005 NaN 0.00578968 NaN NaN NaN NaN 1.53414 NaN NaN NaN 1639608589.68 75.7005 NaN 0.0645772 NaN NaN NaN 
NaN NaN 0.0279167 1.68527 NaN NaN NaN NaN NaN NaN 737.39 NaN 0.00578968 NaN NaN NaN NaN 1.49226 NaN NaN NaN 1639608679.698 73.739 NaN 0.0663225 NaN NaN NaN 
NaN 162.5 0.0330781 1.68541 NaN NaN NaN NaN NaN NaN 719.348 162.329 0.0405278 NaN NaN NaN NaN 1.49924 4835.66050908144 -4908.85593158533 NaN 1639608769.714 71.9348 NaN 0.0628319 7.93551 NaN NaN 
-0.340776 NaN NaN NaN 0.4538 NaN NaN NaN 14.9478 -0.324078 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.441568 1639608829.725 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.042158 1.68555 NaN NaN NaN NaN NaN NaN 701.983 NaN 0.0405278 NaN NaN NaN NaN 1.46608 NaN NaN NaN 1639608859.731 70.1983 NaN 0.0663225 NaN NaN NaN 
NaN NaN 0.0379557 1.68568 NaN NaN NaN NaN NaN NaN 683.46 NaN 0.0405278 NaN NaN NaN NaN 1.49226 NaN NaN NaN 1639608949.749 68.346 NaN 0.0645772 NaN NaN NaN 
NaN NaN 0.0253938 1.68579 NaN NaN NaN NaN NaN NaN 665.309 NaN 0.0405278 NaN NaN NaN NaN 1.54985 NaN NaN NaN 1639609039.766 66.5309 NaN 0.0663225 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.68465136605 -4908.75987085199 NaN 1639609099.778 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.018502 1.68587 NaN NaN NaN NaN NaN NaN 647.245 NaN 0.0405278 NaN NaN NaN NaN 1.57603 NaN NaN NaN 1639609129.784 64.7245 NaN 0.0663225 NaN NaN NaN 
NaN NaN 0.0142426 1.68594 NaN NaN NaN NaN NaN NaN 628.766 NaN 0.0405278 NaN NaN NaN NaN 1.64759 NaN NaN NaN 1639609219.801 62.8766 NaN 0.0680678 NaN NaN NaN 
-0.340776 NaN NaN NaN 0.4538 NaN NaN NaN 14.9813 -0.324078 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.432842 1639609249.808 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0142426 1.68597 NaN NaN NaN NaN NaN NaN 610.331 NaN 0.0405278 NaN NaN NaN NaN 1.68773 NaN NaN NaN 1639609309.82 61.0331 NaN 0.0680678 NaN NaN NaN 
NaN 162.5 0.0142426 1.68597 NaN NaN NaN NaN NaN NaN 592.725 162.374 0.0405278 NaN NaN NaN NaN 1.69297 NaN NaN NaN 1639609399.837 59.2725 NaN 0.0593412 7.95877 NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.6995635349 -4908.65897561644 NaN 1639609429.842 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0142426 1.68594 NaN NaN NaN NaN NaN NaN 575.404 NaN 0.0405278 NaN NaN NaN NaN 1.78024 NaN NaN NaN 1639609489.853 57.5404 NaN 0.0750492 NaN NaN NaN 
NaN NaN -0.030935 1.6859 NaN NaN NaN NaN NaN NaN 564.308 NaN -0.0231587 NaN NaN NaN NaN 1.79071 NaN NaN NaN 1639609549.865 56.4308 NaN 0.0680678 NaN NaN NaN 
NaN NaN -0.0258798 1.68584 NaN NaN NaN NaN NaN NaN 548.472 NaN -0.0231587 NaN NaN NaN NaN 1.76453 NaN NaN NaN 1639609639.882 54.8472 NaN 0.0663225 NaN NaN NaN 
-0.340776 NaN NaN NaN 0.4538 NaN NaN NaN 14.9997 -0.324078 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.434587 1639609669.888 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0258798 1.6858 NaN NaN NaN NaN NaN NaN 532.68 NaN -0.0231587 NaN NaN NaN NaN 1.76802 NaN NaN NaN 1639609729.9 53.2679 NaN 0.0698132 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.70545249977 -4908.56635258111 NaN 1639609759.906 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0297026 1.68574 NaN NaN NaN NaN NaN NaN 517.87 NaN -0.0231587 NaN NaN NaN NaN 1.78198 NaN NaN NaN 1639609819.917 51.787 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.028536 1.68569 NaN NaN NaN NaN NaN NaN 502.624 NaN -0.0231587 NaN NaN NaN NaN 1.80642 NaN NaN NaN 1639609909.934 50.2624 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.0455322 1.68561 NaN NaN NaN NaN NaN NaN 487.334 NaN -0.0231587 NaN NaN NaN NaN 1.88496 NaN NaN NaN 1639609999.952 48.7334 NaN 0.0715585 NaN NaN NaN 
NaN 162.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 162.442 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639610029.958 NaN NaN NaN 7.97383 NaN NaN 
-0.340776 NaN -0.0561622 1.68549 0.4538 NaN NaN NaN 15.0094 -0.324078 472.612 NaN -0.0578968 NaN NaN NaN NaN 1.8867 4835.70754814402 -4908.47885743061 0.431096 1639610089.97 47.2612 NaN 0.0663225 NaN NaN NaN 
NaN NaN -0.0582117 1.68538 NaN NaN NaN NaN NaN NaN 458.196 NaN -0.0578968 NaN NaN NaN NaN 1.91986 NaN NaN NaN 1639610179.987 45.8196 NaN 0.0645772 NaN NaN NaN 
NaN NaN -0.0607223 1.68525 NaN NaN NaN NaN NaN NaN 443.474 NaN -0.0578968 NaN NaN NaN NaN 1.91812 NaN NaN NaN 1639610270.004 44.3474 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.0585505 1.68512 NaN NaN NaN NaN NaN NaN 428.337 NaN -0.0578968 NaN NaN NaN NaN 1.90939 NaN NaN NaN 1639610360.022 42.8337 NaN 0.0680678 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.70530719303 -4908.39182493803 NaN 1639610420.034 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0606616 1.68499 NaN NaN NaN NaN NaN NaN 413.003 NaN -0.0578968 NaN NaN NaN NaN 1.89717 NaN NaN NaN 1639610450.04 41.3003 NaN 0.0663225 NaN NaN NaN 
-0.340776 NaN NaN NaN 0.4538 NaN NaN NaN 15.0152 -0.324078 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.420624 1639610510.051 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0466045 1.68488 NaN NaN NaN NaN NaN NaN 397.167 NaN -0.0578968 NaN NaN NaN NaN 1.86227 NaN NaN NaN 1639610540.057 39.7167 NaN 0.0663225 NaN NaN NaN 
NaN NaN -0.0476917 1.68478 NaN NaN NaN NaN NaN NaN 380.829 NaN -0.0578968 NaN NaN NaN NaN 1.82212 NaN NaN NaN 1639610630.074 38.0829 NaN 0.0733038 NaN NaN NaN 
NaN 162.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 162.691 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639610660.08 NaN NaN NaN 7.98464 NaN NaN 
NaN NaN -0.0410278 1.68471 NaN NaN NaN NaN NaN NaN 363.922 NaN -0.0578968 NaN NaN NaN NaN 1.78024 NaN NaN NaN 1639610720.091 36.3922 NaN 0.0698132 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.70809613545 -4908.29493286652 NaN 1639610750.097 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0362292 1.68465 NaN NaN NaN NaN NaN NaN 346.994 NaN -0.0578968 NaN NaN NaN NaN 1.775 NaN NaN NaN 1639610810.109 34.6994 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.0344079 1.68461 NaN NaN NaN NaN NaN NaN 335.68 NaN -0.0578968 NaN NaN NaN NaN 1.76976 NaN NaN NaN 1639610870.121 33.568 NaN 0.0698132 NaN NaN NaN 
-0.340776 NaN NaN NaN 0.4538 NaN NaN NaN 15.0191 -0.324078 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.42237 1639610930.132 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0342785 1.68455 NaN NaN NaN NaN NaN NaN 318.817 NaN -0.0578968 NaN NaN NaN NaN 1.79594 NaN NaN NaN 1639610960.138 31.8817 NaN 0.0680678 NaN NaN NaN 
NaN NaN -0.0388791 1.68449 NaN NaN NaN NaN NaN NaN 302.085 NaN -0.0578968 NaN NaN NaN NaN 1.76976 NaN NaN NaN 1639611050.156 30.2085 NaN 0.0680678 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.71448931364 -4908.19464380705 NaN 1639611080.162 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0347178 1.68443 NaN NaN NaN NaN NaN NaN 285.245 NaN -0.0578968 NaN NaN NaN NaN 1.75929 NaN NaN NaN 1639611140.173 28.5245 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.0347178 1.68439 NaN NaN NaN NaN NaN NaN 268.36 NaN -0.0578968 NaN NaN NaN NaN 1.75231 NaN NaN NaN 1639611230.191 26.836 NaN 0.0663225 NaN NaN NaN 
NaN 162.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 162.918 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639611290.203 NaN NaN NaN 7.99774 NaN NaN 
NaN NaN -0.0347178 1.68434 NaN NaN NaN NaN NaN NaN 252.131 NaN -0.0578968 NaN NaN NaN NaN 1.77151 NaN NaN NaN 1639611320.208 25.2131 NaN 0.0733038 NaN NaN NaN 
-0.340776 NaN NaN NaN 0.4538 NaN NaN NaN 15.0212 -0.324078 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.417134 1639611350.214 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0357743 1.68429 NaN NaN NaN NaN NaN NaN 236.142 NaN -0.0578968 NaN NaN NaN NaN 1.7174 4835.72205330541 -4908.09607539803 NaN 1639611410.226 23.6142 NaN 0.0698132 NaN NaN NaN 
NaN NaN -0.0357743 1.68428 NaN NaN NaN NaN NaN NaN 220.546 NaN -0.0578968 NaN NaN NaN NaN 1.65283 NaN NaN NaN 1639611500.242 22.0546 NaN 0.0715585 NaN NaN NaN 
NaN NaN -0.0357743 1.68429 NaN NaN NaN NaN NaN NaN 205.016 NaN -0.0578968 NaN NaN NaN NaN 1.67377 NaN NaN NaN 1639611590.259 20.5016 NaN 0.0715585 NaN NaN NaN 
NaN NaN 0.00691044 1.68432 NaN NaN NaN NaN NaN NaN 188.634 NaN -0.0578968 NaN NaN NaN NaN 1.56207 NaN NaN NaN 1639611680.278 18.8634 NaN 0.0680678 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.73762369452 -4908.00213646132 NaN 1639611740.29 NaN NaN NaN NaN NaN NaN 
-0.340776 NaN 0.0223275 1.68442 0.4538 NaN NaN NaN 15.0236 -0.324078 172.034 NaN 0.00578968 NaN NaN NaN NaN 1.51495 NaN NaN 0.411898 1639611770.294 17.2034 NaN 0.0663225 NaN NaN NaN 
NaN NaN 0.0367732 1.68454 NaN NaN NaN NaN NaN NaN 154.821 NaN 0.00578968 NaN NaN NaN NaN 1.494 NaN NaN NaN 1639611860.312 15.4821 NaN 0.0715585 NaN NaN NaN 
NaN 162.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 163.099 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639611920.324 NaN NaN NaN 8.0187 NaN NaN 
NaN NaN 0.0187198 1.68465 NaN NaN NaN NaN NaN NaN 138.396 NaN 0.0376329 NaN NaN NaN NaN 1.57952 NaN NaN NaN 1639611950.33 13.8396 NaN 0.0802851 NaN NaN NaN 
NaN NaN 0.020832 1.68474 NaN NaN NaN NaN NaN NaN 122.035 NaN 0.00868453 NaN NaN NaN NaN 1.48004 NaN NaN NaN 1639612040.347 12.2036 NaN 0.0680678 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.76138469875 -4907.90536908776 NaN 1639612070.353 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0102096 1.68485 NaN NaN NaN NaN NaN NaN 105.042 NaN 0.0318433 NaN NaN NaN NaN 1.64235 NaN NaN NaN 1639612130.364 10.5042 NaN 0.0837758 NaN NaN NaN 
-0.340776 NaN 0.0102096 1.68487 0.4538 NaN NaN NaN 15.0289 -0.325696 94.1641 NaN 0.00868453 NaN NaN NaN NaN 1.65632 NaN NaN 0.406662 1639612190.375 9.41641 NaN 0.0767945 NaN NaN NaN 
NaN NaN 0.0102096 1.68489 NaN NaN NaN NaN NaN NaN 78.5684 NaN 0.00868453 NaN NaN NaN NaN 1.7017 NaN NaN NaN 1639612280.395 7.85684 NaN 0.0802851 NaN NaN NaN 
NaN NaN 0.0102096 1.68491 NaN NaN NaN NaN NaN NaN 64.1303 NaN 0.00868453 NaN NaN NaN NaN 1.57429 NaN NaN NaN 1639612370.414 6.41303 NaN 0.0698132 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.77719962744 -4907.80914623723 NaN 1639612400.419 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.025293 1.685 NaN NaN NaN NaN NaN NaN 47.7264 NaN 0.00868453 NaN NaN NaN NaN 1.60396 NaN NaN NaN 1639612460.431 4.77264 NaN 0.0872665 NaN NaN NaN 
NaN 162.5 0.0636207 1.68507 NaN NaN NaN NaN NaN NaN 35.1668 163.621 0.00868453 NaN NaN NaN NaN 1.22348 NaN NaN NaN 1639612550.449 3.51668 NaN 0.0890118 8.06553 NaN NaN 
-0.441341 NaN NaN NaN 0.4538 NaN NaN NaN 15.0344 -0.451934 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.413643 1639612610.46 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.45 1.68526 NaN NaN NaN NaN NaN NaN 24.726 NaN 0.0955298 NaN NaN NaN NaN 1.40674 NaN NaN NaN 1639612614.467 2.4726 NaN 0.0645772 NaN NaN NaN 
NaN NaN 0.0732908 1.68535 NaN NaN NaN NaN NaN NaN 12.778 NaN 0.0781607 NaN NaN NaN NaN 1.4748 NaN NaN NaN 1639612682.522 1.2778 NaN 0.0645772 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.79877802824 -4907.7372256529 NaN 1639612712.529 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 1.68539 NaN NaN NaN NaN NaN NaN 5.15486 NaN 0 NaN NaN NaN NaN 1.59872 NaN NaN NaN 1639612744.548 0.515486 NaN 0.109956 NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 5.15486 NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 1639612804.65 0.515486 NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 2.53373 NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 1639612868.689 0.253373 NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 0.0873405 NaN -0.00868453 NaN NaN NaN NaN NaN NaN NaN NaN 1639612930.125 0.00873405 NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 0.24024 NaN -0.00868453 NaN NaN NaN NaN NaN NaN NaN NaN 1639612994.02 0.024024 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4833.3891 -4903.9247 NaN NaN NaN NaN 1639613002.029 NaN NaN NaN NaN 0.113114 -0.20222 
0.9 NaN NaN NaN 0.4538 NaN NaN NaN 15.0063 0.923737 NaN NaN NaN NaN NaN NaN NaN NaN 4833.38700010346 -4903.91939998191 0.431096 1639613014.098 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 0.24024 NaN -0.00868453 NaN NaN NaN NaN NaN NaN NaN NaN 1639613054.125 0.024024 NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 0.043655 NaN -0.00868453 NaN NaN NaN NaN NaN NaN NaN NaN 1639613116.092 0.00436549 NaN NaN NaN NaN NaN 
NaN 162.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 164.232 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639613152.182 NaN NaN NaN 9.3015 NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 0.131026 NaN -0.00868453 NaN NaN NaN NaN NaN NaN NaN NaN 1639613180.097 0.0131026 NaN NaN NaN NaN NaN 
